material_id,formula,structure,description,band_gap,volume,is_gap_direct
mp-626431,Al(HO)3,"Full Formula (Al4 H12 O12)
Reduced Formula: Al(HO)3
abc   : 5.108219 6.637944 6.644149
angles: 83.007024 82.687986 79.994161
pbc   : True True True
Sites (28)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Al   0.530360 0.168309 0.838148    -0.0
1   Al   0.477334 0.830841 0.166767    -0.0
2   Al   0.016005 0.338246 0.668961    -0.0
3   Al   0.989753 0.669256 0.336365    -0.0
4   H    0.362986 0.101956 0.551687    -0.0
5   H    0.806049 0.036747 0.202906    -0.0
6   H    0.625783 0.482027 0.315989    -0.0
7   H    0.388642 0.521313 0.690930    -0.0
8   H    0.213633 0.302340 0.291783    -0.0
9   H    0.766947 0.707688 0.703711    -0.0
10  H    0.876405 0.858021 0.921370    -0.0
11  H    0.137158 0.138225 0.056981    -0.0
12  H    0.777727 0.100720 0.499659    -0.0
13  H    0.248850 0.865390 0.534924    -0.0
14  H    0.239412 0.609345 0.985607    -0.0
15  H    0.774124 0.393326 0.021210    -0.0
16  O    0.269302 0.085003 0.689378     0.0
17  O    0.741596 0.928888 0.301046     0.0
18  O    0.713282 0.573179 0.211622     0.0
19  O    0.298411 0.432515 0.795323     0.0
20  O    0.170210 0.399348 0.396590     0.0
21  O    0.832615 0.605368 0.606279     0.0
22  O    0.684965 0.884924 0.904929     0.0
23  O    0.321887 0.115206 0.092925     0.0
24  O    0.747237 0.209085 0.592314     0.0
25  O    0.259258 0.793726 0.413279     0.0
26  O    0.197916 0.719499 0.079088     0.0
27  O    0.816396 0.277732 0.934082     0.0","Al(OH)3 crystallizes in the triclinic P-1 space group. The structure is two-dimensional and consists of one Al(OH)3 sheet oriented in the (0, 0, 1) direction. Al(1) is bonded to two equivalent O(1), two equivalent O(2), and two equivalent O(3) atoms to form edge-sharing AlO6 octahedra. Both Al(1)-O(1) bond lengths are 1.94 脜. There is one shorter (1.89 脜) and one longer (1.92 脜) Al(1)-O(2) bond length. There is one shorter (1.89 脜) and one longer (1.92 脜) Al(1)-O(3) bond length. There are three inequivalent H sites. In the first H site, H(1) is bonded in a single-bond geometry to one O(1) atom. The H(1)-O(1) bond length is 0.97 脜. In the second H site, H(2) is bonded in a single-bond geometry to one O(2) atom. The H(2)-O(2) bond length is 0.97 脜. In the third H site, H(3) is bonded in a single-bond geometry to one O(3) atom. The H(3)-O(3) bond length is 0.97 脜. There are three inequivalent O sites. In the first O site, O(1) is bonded in a distorted trigonal non-coplanar geometry to two equivalent Al(1) and one H(1) atom. In the second O site, O(2) is bonded in a distorted trigonal non-coplanar geometry to two equivalent Al(1) and one H(2) atom. In the third O site, O(3) is bonded in a distorted trigonal non-coplanar geometry to two equivalent Al(1) and one H(3) atom.",,218.91157062845647,
mp-1072086,TaS2,"Full Formula (Ta2 S4)
Reduced Formula: TaS2
abc   : 3.338948 3.338948 17.585472
angles: 90.000000 90.000000 120.000002
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Ta   0.333333 0.666667 0.750000     0.0
1   Ta   0.666667 0.333333 0.250000     0.0
2   S    -0.000000 0.000000 0.838115     0.0
3   S    -0.000000 0.000000 0.661885     0.0
4   S    -0.000000 -0.000000 0.338115     0.0
5   S    -0.000000 -0.000000 0.161885     0.0","TaS2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one TaS2 sheet oriented in the (0, 0, 1) direction. Ta(1) is bonded to six equivalent S(1) atoms to form edge-sharing TaS6 octahedra. All Ta(1)-S(1) bond lengths are 2.48 脜. S(1) is bonded in a distorted T-shaped geometry to three equivalent Ta(1) atoms.",,169.7868003806863,
mp-680152,CdI2,"Full Formula (Cd15 I30)
Reduced Formula: CdI2
abc   : 4.344525 4.344525 110.581515
angles: 90.000000 90.000000 119.999988
pbc   : True True True
Sites (45)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Cd   0.000000 0.000000 0.016663     0.0
1   Cd   0.000000 0.000000 0.816666     0.0
2   Cd   0.333333 0.666667 0.549993     0.0
3   Cd   0.000000 0.000000 0.616669     0.0
4   Cd   0.000000 0.000000 0.283334     0.0
5   Cd   0.000000 0.000000 0.349998     0.0
6   Cd   0.000000 0.000000 0.883348     0.0
7   Cd   0.000000 0.000000 0.149996     0.0
8   Cd   0.000000 0.000000 0.483327     0.0
9   Cd   0.333333 0.666667 0.083325     0.0
10  Cd   0.000000 0.000000 0.216672     0.0
11  Cd   0.000000 0.000000 0.683329     0.0
12  Cd   0.000000 0.000000 0.950002     0.0
13  Cd   0.000000 0.000000 0.416659     0.0
14  Cd   0.000000 0.000000 0.749986     0.0
15  I    0.333333 0.666667 0.734343    -0.0
16  I    0.666667 0.333333 0.565648    -0.0
17  I    0.333333 0.666667 0.201024    -0.0
18  I    0.666667 0.333333 0.432305    -0.0
19  I    0.333333 0.666667 0.867702    -0.0
20  I    0.666667 0.333333 0.365651    -0.0
21  I    0.666667 0.333333 0.898994    -0.0
22  I    0.333333 0.666667 0.467690    -0.0
23  I    0.666667 0.333333 0.965648    -0.0
24  I    0.666667 0.333333 0.232317    -0.0
25  I    0.666667 0.333333 0.698982    -0.0
26  I    0.333333 0.666667 0.601025    -0.0
27  I    0.666667 0.333333 0.765636    -0.0
28  I    0.333333 0.666667 0.667690    -0.0
29  I    0.333333 0.666667 0.401013    -0.0
30  I    0.333333 0.666667 0.801025    -0.0
31  I    0.666667 0.333333 0.632315    -0.0
32  I    0.000000 0.000000 0.534349    -0.0
33  I    0.333333 0.666667 0.934359    -0.0
34  I    0.666667 0.333333 0.098975    -0.0
35  I    0.333333 0.666667 0.001025    -0.0
36  I    0.333333 0.666667 0.134356    -0.0
37  I    0.000000 0.000000 0.067675    -0.0
38  I    0.666667 0.333333 0.032315    -0.0
39  I    0.333333 0.666667 0.267691    -0.0
40  I    0.666667 0.333333 0.298980    -0.0
41  I    0.333333 0.666667 0.334357    -0.0
42  I    0.666667 0.333333 0.832316    -0.0
43  I    0.666667 0.333333 0.165647    -0.0
44  I    0.666667 0.333333 0.498978    -0.0","CdI2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one CdI2 sheet oriented in the (0, 0, 1) direction. Cd(1) is bonded to six equivalent I(1) atoms to form edge-sharing CdI6 octahedra. All Cd(1)-I(1) bond lengths are 3.02 脜. I(1) is bonded in a distorted T-shaped geometry to three equivalent Cd(1) atoms.",,1807.5814115740204,
mp-567525,Te2Au,"Full Formula (Te2 Au1)
Reduced Formula: Te2Au
abc   : 4.189111 4.189111 5.194504
angles: 90.102696 90.102691 60.315995
pbc   : True True True
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Te   0.318666 0.318666 0.289121    -0.0
1   Te   0.681334 0.681334 0.710879    -0.0
2   Au   -0.000000 -0.000000 -0.000000    -0.0","AuTe2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one AuTe2 sheet oriented in the (0, 0, 1) direction. Au(1) is bonded to six equivalent Te(1) atoms to form edge-sharing AuTe6 octahedra. All Au(1)-Te(1) bond lengths are 2.80 脜. Te(1) is bonded in a distorted T-shaped geometry to three equivalent Au(1) atoms.",,79.19387857233063,
mp-29443,PI2,"Full Formula (P2 I4)
Reduced Formula: PI2
abc   : 4.689968 7.332888 7.494212
angles: 80.380302 73.912092 80.524379
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   P    0.596832 0.135070 0.963515    -0.0
1   P    0.403168 0.864930 0.036485    -0.0
2   I    0.439525 0.226103 0.668044     0.0
3   I    0.560475 0.773897 0.331956     0.0
4   I    0.192467 0.301220 0.190597     0.0
5   I    0.807533 0.698780 0.809403     0.0","PI2 is Indium-like structured and crystallizes in the triclinic P-1 space group. The structure is zero-dimensional and consists of one diphosphorus tetraiodide molecule. P(1) is bonded in a 3-coordinate geometry to one P(1), one I(1), and one I(2) atom. The P(1)-P(1) bond length is 2.26 脜. The P(1)-I(1) bond length is 2.51 脜. The P(1)-I(2) bond length is 2.50 脜. There are two inequivalent I sites. In the first I site, I(1) is bonded in a single-bond geometry to one P(1) atom. In the second I site, I(2) is bonded in a single-bond geometry to one P(1) atom.",,242.2460123090321,
mp-696114,CoCl2,"Full Formula (Co1 Cl2)
Reduced Formula: CoCl2
abc   : 3.540012 3.540012 5.972506
angles: 89.999764 90.000352 119.998734
pbc   : True True True
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Co   0.000000 -0.000000 0.000000   2.629
1   Cl   0.666666 0.333334 0.778255   0.143
2   Cl   0.333333 0.666666 0.221744   0.143","CoCl2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one CoCl2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent Cl(1) atoms to form edge-sharing CoCl6 octahedra. All Co(1)-Cl(1) bond lengths are 2.42 脜. Cl(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms.",,64.81898790229346,
mp-557523,VS2,"Full Formula (V2 S4)
Reduced Formula: VS2
abc   : 3.263039 3.263037 22.397950
angles: 90.000000 90.000000 119.997322
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   V    -0.000000 0.000000 -0.000000   1.183
1   V    -0.000000 0.000000 0.500000   1.183
2   S    0.333357 0.666643 0.936343  -0.123
3   S    0.333357 0.666643 0.563657  -0.123
4   S    0.666643 0.333357 0.063657  -0.123
5   S    0.666643 0.333357 0.436343  -0.123","VS2 is trigonal omega-like structured and crystallizes in the trigonal P-3m1 space group. The structure is two-dimensional and consists of one VS2 sheet oriented in the (0, 0, 1) direction. V(1) is bonded to six equivalent S(1) atoms to form edge-sharing VS6 octahedra. All V(1)-S(1) bond lengths are 2.36 脜. S(1) is bonded in a distorted T-shaped geometry to three equivalent V(1) atoms.",,206.53560181235125,
mp-1245227,WO2,"Full Formula (W34 O68)
Reduced Formula: WO2
abc   : 11.639250 11.744231 12.251761
angles: 86.477207 97.116124 90.637233
pbc   : True True True
Sites (102)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   W    0.402724 0.079970 0.343037   1.112
1   W    0.771828 0.019193 0.059081     2.7
2   W    0.311750 0.569223 0.154137   0.871
3   W    0.908504 0.497205 0.199280   1.973
4   W    0.487041 0.371304 0.293940   2.716
5   W    0.803364 0.246800 0.703789   1.115
6   W    0.143734 0.034764 0.208664   1.009
7   W    0.028188 0.274048 0.499963   2.091
8   W    0.956619 0.069598 0.930766   0.766
9   W    0.081372 0.108037 0.697874   1.865
10  W    0.745391 0.633573 0.993883   2.716
11  W    0.168863 0.853363 0.612869   1.029
12  W    0.592564 0.731766 0.771386   1.047
13  W    0.250388 0.327400 0.766795   1.064
14  W    0.687339 0.369873 0.075780   1.931
15  W    0.658399 0.576010 0.249961   1.957
16  W    0.660472 0.120257 0.493623    2.78
17  W    0.522788 0.316762 0.813467   1.858
18  W    0.843493 0.558384 0.723949   1.902
19  W    0.889795 0.946832 0.692381   0.844
20  W    0.109939 0.547090 0.612803   1.941
21  W    0.501003 0.881335 0.951763   1.958
22  W    0.794484 0.444518 0.472260   1.958
23  W    0.887277 0.218393 0.269016   2.982
24  W    0.341989 0.556603 0.484154   1.073
25  W    0.931950 0.983836 0.417063   0.152
26  W    0.310554 0.285502 0.531161   1.904
27  W    0.343714 0.890174 0.148025   1.092
28  W    0.933591 0.779117 0.201439    1.09
29  W    0.486161 0.933274 0.602283   1.067
30  W    0.522501 0.158388 0.071665   1.945
31  W    0.224009 0.077074 0.993813   0.982
32  W    0.126846 0.611582 0.293072   1.826
33  W    0.164378 0.377820 0.246823    1.84
34  O    0.175291 0.246568 0.620699   0.021
35  O    0.635596 0.772487 0.928263   0.028
36  O    0.873916 0.891417 0.306968   0.003
37  O    0.448827 0.652837 0.531948  -0.065
38  O    0.020797 0.100407 0.524614   0.007
39  O    0.785036 0.364052 0.228154    0.05
40  O    0.997300 0.341699 0.193934   0.054
41  O    0.015086 0.852324 0.682652  -0.002
42  O    0.010496 0.640836 0.146393   0.034
43  O    0.483319 0.869324 0.778784     0.0
44  O    0.708676 0.178898 0.093113   0.027
45  O    0.754828 0.653738 0.817080  -0.017
46  O    0.868698 0.953482 0.847215   0.082
47  O    0.275598 0.449327 0.600270   0.025
48  O    0.636185 0.541062 0.090877  -0.021
49  O    0.870653 0.189974 0.860081   0.015
50  O    0.066281 0.894296 0.191596  -0.018
51  O    0.983072 0.432233 0.529064   0.031
52  O    0.544997 0.308351 0.146908  -0.008
53  O    0.456463 0.042557 0.197876   -0.01
54  O    0.272827 0.562740 0.011915  -0.051
55  O    0.153603 0.307005 0.404758   0.018
56  O    0.014041 0.081103 0.301370   0.037
57  O    0.332653 0.882080 0.565999  -0.026
58  O    0.198264 0.702943 0.656942  -0.044
59  O    0.291084 0.943631 0.290896   0.012
60  O    0.547755 0.076708 0.625623  -0.027
61  O    0.848990 0.924377 0.525330   0.016
62  O    0.249724 0.157211 0.252930  -0.005
63  O    0.170074 0.600596 0.467618  -0.006
64  O    0.835777 0.476142 0.042973   0.008
65  O    0.522541 0.983926 0.443437   0.008
66  O    0.379449 0.391340 0.851969   0.012
67  O    0.341958 0.178189 0.031901  -0.041
68  O    0.509421 0.607171 0.759257   -0.05
69  O    0.000214 0.710074 0.338708  -0.026
70  O    0.134342 0.435593 0.750647  -0.046
71  O    0.635379 0.458961 0.372257  -0.016
72  O    0.849598 0.868642 0.082692  -0.056
73  O    0.078864 0.131360 0.062669   0.068
74  O    0.302371 0.601539 0.325797   0.031
75  O    0.399581 0.401899 0.442561   0.011
76  O    0.483036 0.551261 0.229343   0.024
77  O    0.528695 0.196467 0.361767   0.008
78  O    0.280444 0.745532 0.156376  -0.024
79  O    0.855093 0.399374 0.758910   0.015
80  O    0.652497 0.276475 0.728102  -0.056
81  O    0.382293 0.260275 0.693264    -0.0
82  O    0.200836 0.991072 0.687001  -0.013
83  O    0.073786 0.898759 0.472571   0.004
84  O    0.828373 0.541819 0.340450  -0.016
85  O    0.781033 0.081107 0.649576   0.005
86  O    0.807687 0.102000 0.383444   0.015
87  O    0.591328 0.005091 0.016308  -0.019
88  O    0.100622 0.978862 0.927073   0.008
89  O    0.178525 0.184268 0.832848    -0.0
90  O    0.749711 0.545332 0.577137  -0.018
91  O    0.980314 0.618957 0.666733  -0.031
92  O    0.340624 0.136598 0.466271  -0.027
93  O    0.631264 0.398937 0.920823   0.035
94  O    0.616221 0.824237 0.634584    0.02
95  O    0.318543 0.392294 0.199867  -0.009
96  O    0.342807 0.953862 0.986212   0.048
97  O    0.791603 0.664656 0.169217  -0.007
98  O    0.758065 0.282810 0.535478   0.033
99  O    0.479602 0.814365 0.099037  -0.014
100 O    0.963922 0.236995 0.661406  -0.009
101 O    0.516214 0.183693 0.909804  -0.015",WO2 is Cyanogen Chloride-derived structured and crystallizes in the hexagonal P6/mmm space group. The structure is zero-dimensional and consists of one tungsten;dihydrate molecule. W(1) is bonded in a linear geometry to two equivalent O(1) atoms. Both W(1)-O(1) bond lengths are 1.80 脜. O(1) is bonded in a single-bond geometry to one W(1) atom.,,1658.6917114601013,
mp-756488,CoO2,"Full Formula (Co4 O8)
Reduced Formula: CoO2
abc   : 5.710911 5.710911 5.710910
angles: 59.410629 59.410629 59.410619
pbc   : True True True
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Co   0.504691 0.988280 0.504691   0.704
1   Co   0.988280 0.504691 0.504691   0.704
2   Co   0.504691 0.504691 0.988280   0.704
3   Co   0.122191 0.122191 0.122191   2.994
4   O    0.736382 0.736382 0.736382  -0.069
5   O    0.748389 0.748389 0.300495   0.417
6   O    0.300495 0.748389 0.748389   0.417
7   O    0.748389 0.300495 0.748389   0.417
8   O    0.240658 0.730503 0.240658   0.382
9   O    0.730503 0.240658 0.240658   0.382
10  O    0.240658 0.240658 0.730503   0.382
11  O    0.259674 0.259674 0.259674   0.077","Lix0CoO2 is trigonal omega-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one Lix0CoO2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent O(1) atoms to form edge-sharing CoO6 octahedra. All Co(1)-O(1) bond lengths are 1.88 脜. O(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms.",,129.93833538773998,
mp-796278,CoO2,"Full Formula (Co2 O4)
Reduced Formula: CoO2
abc   : 2.855267 2.855267 16.745719
angles: 90.000000 90.000000 114.430999
pbc   : True True True
Sites (6)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   Co   0.500000 0.500000 0.500000  -1.329
1   Co   0.000000 0.000000 0.000000  -1.329
2   O    0.810350 0.189650 0.558463   0.145
3   O    0.189650 0.810350 0.441537   0.145
4   O    0.689650 0.310350 0.058463   0.145
5   O    0.310350 0.689650 0.941537   0.145","Lix0CoO2 is trigonal omega-like structured and crystallizes in the monoclinic C2/m space group. The structure is two-dimensional and consists of one Lix0CoO2 sheet oriented in the (0, 0, 1) direction. Co(1) is bonded to six equivalent O(1) atoms to form edge-sharing CoO6 octahedra. All Co(1)-O(1) bond lengths are 1.88 脜. O(1) is bonded in a distorted T-shaped geometry to three equivalent Co(1) atoms.",,124.29623775597088,
mp-989466,B2(CN2)3,"Full Formula (B8 C12 N24)
Reduced Formula: B2(CN2)3
abc   : 9.968485 9.968485 6.964162
angles: 81.248586 81.248586 25.251151
pbc   : True True True
Sites (44)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
0   B    0.631804 0.994332 0.031915     0.0
1   B    0.733659 0.388275 0.446352     0.0
2   B    0.611725 0.266341 0.053648     0.0
3   B    0.388275 0.733659 0.946352     0.0
4   B    0.994332 0.631804 0.531915     0.0
5   B    0.368196 0.005668 0.968085     0.0
6   B    0.266341 0.611725 0.553648     0.0
7   B    0.005668 0.368196 0.468085     0.0
8   C    0.808217 0.097875 0.688840     0.0
9   C    0.118585 0.460247 0.216891     0.0
10  C    0.184561 0.563734 0.916311     0.0
11  C    0.436266 0.815439 0.583689     0.0
12  C    0.563734 0.184561 0.416311     0.0
13  C    0.881415 0.539753 0.783109     0.0
14  C    0.539753 0.881415 0.283109     0.0
15  C    0.815439 0.436266 0.083689     0.0
16  C    0.902125 0.191783 0.811160     0.0
17  C    0.460247 0.118585 0.716891     0.0
18  C    0.097875 0.808217 0.188840     0.0
19  C    0.191783 0.902125 0.311160     0.0
20  N    0.969163 0.664352 0.036612    -0.0
21  N    0.470235 0.218691 0.864269    -0.0
22  N    0.934668 0.243689 0.284233    -0.0
23  N    0.193934 0.861042 0.117953    -0.0
24  N    0.065332 0.756311 0.715767    -0.0
25  N    0.756311 0.065332 0.215767    -0.0
26  N    0.280278 0.571097 0.042641    -0.0
27  N    0.579960 0.885159 0.821626    -0.0
28  N    0.571097 0.280278 0.542641    -0.0
29  N    0.861042 0.193934 0.617953    -0.0
30  N    0.420040 0.114841 0.178374    -0.0
31  N    0.428903 0.719722 0.457359    -0.0
32  N    0.114841 0.420040 0.678374    -0.0
33  N    0.664352 0.969163 0.536612    -0.0
34  N    0.806066 0.138958 0.882047    -0.0
35  N    0.218691 0.470235 0.364269    -0.0
36  N    0.781309 0.529765 0.635731    -0.0
37  N    0.243689 0.934668 0.784233    -0.0
38  N    0.335648 0.030837 0.463388    -0.0
39  N    0.719722 0.428903 0.957359    -0.0
40  N    0.885159 0.579960 0.321626    -0.0
41  N    0.138958 0.806066 0.382047    -0.0
42  N    0.030837 0.335648 0.963388    -0.0
43  N    0.529765 0.781309 0.135731    -0.0","B2(CN2)3 crystallizes in the hexagonal P-62m space group. The structure is two-dimensional and consists of one B2(CN2)3 sheet oriented in the (0, 0, 1) direction. B(1) is bonded in a trigonal planar geometry to three equivalent N(1) atoms. All B(1)-N(1) bond lengths are 1.43 脜. C(1) is bonded in a linear geometry to two equivalent N(1) atoms. Both C(1)-N(1) bond lengths are 1.21 脜. N(1) is bonded in a bent 150 degrees geometry to one B(1) and one C(1) atom.",,291.60202351974766,
